timestamp,ue_id,serving_cell_id,rsrp_serving,rsrq_serving,sinr,cqi,best_neighbor_cell_id,rsrp_neighbor,rsrq_neighbor,ue_speed,pos_x,pos_y,handover_event,target_cell_id,handover_soon
633,3,1,-38.05,-3.0,29.61,15,0,-70.3,-20.0,1.64,798.83,210.38,0,-1,0
634,3,1,-37.71,-3.0,30.0,15,0,-71.41,-20.0,1.64,797.99,208.97,0,-1,0
635,3,1,-39.43,-3.0,28.2,15,0,-69.93,-20.0,1.64,796.44,208.42,0,-1,0
636,3,1,-37.47,-3.0,30.0,15,3,-71.92,-20.0,1.64,794.8,208.51,0,-1,0
637,3,1,-36.9,-3.0,30.0,15,3,-71.68,-20.0,1.64,793.32,209.22,0,-1,0
638,3,1,-35.36,-3.0,30.0,15,0,-70.73,-20.0,1.64,791.68,209.03,0,-1,0
639,3,1,-35.75,-3.0,30.0,15,0,-71.2,-20.0,1.64,790.09,209.43,0,-1,0
640,3,1,-32.64,-3.0,30.0,15,0,-72.35,-20.0,1.64,788.75,210.39,0,-1,0
641,3,1,-36.21,-3.0,30.0,15,3,-73.33,-20.0,1.64,788.23,211.95,0,-1,0
642,3,1,-33.08,-3.0,30.0,15,3,-72.42,-20.0,1.64,788.98,213.41,0,-1,0
643,3,1,-33.04,-3.0,30.0,15,0,-69.09,-20.0,1.64,789.66,214.91,0,-1,0
644,3,1,-34.95,-3.0,30.0,15,0,-68.06,-20.0,1.64,790.08,216.5,0,-1,0
645,3,1,-33.2,-3.0,30.0,15,3,-68.33,-20.0,1.64,790.15,218.14,0,-1,0
646,3,1,-35.55,-3.0,30.0,15,3,-69.83,-20.0,1.64,790.16,219.78,0,-1,0
647,3,1,-33.3,-3.0,30.0,15,0,-71.33,-20.0,1.64,791.07,221.15,0,-1,0
648,3,1,-32.79,-3.0,30.0,15,3,-70.7,-20.0,1.64,791.3,222.78,0,-1,0
649,3,1,-34.11,-3.0,30.0,15,0,-72.95,-20.0,1.64,791.72,224.37,0,-1,0
650,3,1,-33.73,-3.0,30.0,15,0,-68.54,-20.0,1.64,791.21,225.93,0,-1,0
651,3,1,-33.58,-3.0,30.0,15,3,-71.22,-20.0,1.64,790.1,227.14,0,-1,0
652,3,1,-32.11,-3.0,30.0,15,3,-71.75,-20.0,1.64,789.39,228.63,0,-1,0
653,3,1,-30.0,-3.0,30.0,15,3,-70.75,-20.0,1.64,788.11,229.66,0,-1,0
654,3,1,-30.0,-3.0,30.0,15,3,-69.42,-20.0,1.64,786.56,230.19,0,-1,0
655,3,1,-30.42,-3.0,30.0,15,0,-72.05,-20.0,1.64,785.26,231.2,0,-1,0
656,3,1,-30.0,-3.0,30.0,15,0,-68.93,-20.0,1.64,783.8,231.96,0,-1,0
657,3,1,-30.0,-3.0,30.0,15,3,-73.79,-20.0,1.64,782.32,232.68,0,-1,0
658,3,1,-31.86,-3.0,30.0,15,0,-72.65,-20.0,1.64,781.08,233.76,0,-1,0
659,3,1,-30.0,-3.0,30.0,15,3,-69.1,-20.0,1.64,780.07,235.06,0,-1,0
660,3,1,-30.0,-3.0,30.0,15,3,-69.53,-20.0,1.64,779.37,236.54,0,-1,0
661,3,1,-30.0,-3.0,30.0,15,3,-70.95,-20.0,1.64,778.13,237.62,0,-1,0
662,3,1,-30.0,-3.0,30.0,15,0,-71.56,-20.0,1.64,776.68,238.38,0,-1,0
663,3,1,-30.0,-3.0,30.0,15,3,-71.74,-20.0,1.64,775.22,239.14,0,-1,0
664,3,1,-30.0,-3.0,30.0,15,3,-70.15,-20.0,1.64,773.89,240.11,0,-1,0
665,3,1,-30.0,-3.0,30.0,15,3,-70.18,-20.0,1.64,772.7,241.24,0,-1,0
666,3,1,-30.0,-3.0,30.0,15,0,-70.8,-20.0,1.64,772.87,242.88,0,-1,0
667,3,1,-30.0,-3.0,30.0,15,3,-69.23,-20.0,1.64,773.64,244.33,0,-1,0
668,3,1,-30.0,-3.0,30.0,15,3,-70.36,-20.0,1.64,772.49,245.51,0,-1,0
669,3,1,-30.0,-3.0,30.0,15,3,-70.85,-20.0,1.64,770.86,245.71,0,-1,0
670,3,1,-30.0,-3.0,30.0,15,3,-69.1,-20.0,1.64,769.32,245.14,0,-1,0
671,3,1,-30.0,-3.0,30.0,15,3,-68.88,-20.0,1.64,767.92,244.26,0,-1,0
672,3,1,-30.0,-3.0,30.0,15,3,-70.26,-20.0,1.64,766.48,243.47,0,-1,0
673,3,1,-30.0,-3.0,30.0,15,3,-66.58,-20.0,1.64,765.12,242.55,0,-1,0
674,3,1,-30.0,-3.0,30.0,15,0,-70.82,-20.0,1.64,764.02,241.33,0,-1,0
675,3,1,-30.0,-3.0,30.0,15,3,-71.9,-20.0,1.64,762.97,240.07,0,-1,0
676,3,1,-30.0,-3.0,30.0,15,0,-71.94,-20.0,1.64,762.3,238.56,0,-1,0
677,3,1,-30.0,-3.0,30.0,15,3,-67.82,-20.0,1.64,761.42,237.17,0,-1,0
678,3,1,-30.0,-3.0,30.0,15,3,-73.2,-20.0,1.64,760.89,235.62,0,-1,0
679,3,1,-30.0,-3.0,30.0,15,3,-72.59,-20.0,1.64,759.91,234.29,0,-1,0
680,3,1,-30.0,-3.0,30.0,15,0,-71.43,-20.0,1.64,758.89,233.01,0,-1,0
681,3,1,-30.0,-3.0,30.0,15,3,-70.06,-20.0,1.64,757.62,231.96,0,-1,0
682,3,1,-30.0,-3.0,30.0,15,0,-70.03,-20.0,1.64,756.53,230.73,0,-1,0
683,3,1,-30.0,-3.0,30.0,15,3,-70.31,-20.0,1.64,755.75,229.28,0,-1,0
684,3,1,-30.0,-3.0,30.0,15,0,-74.27,-20.0,1.64,754.17,228.85,0,-1,0
685,3,1,-30.0,-3.0,30.0,15,3,-70.07,-20.0,1.64,752.78,227.98,0,-1,0
686,3,1,-30.0,-3.0,30.0,15,3,-70.64,-20.0,1.64,751.39,227.09,0,-1,0
687,3,1,-30.0,-3.0,30.0,15,0,-69.14,-20.0,1.64,749.99,226.23,0,-1,0
688,3,1,-30.0,-3.0,30.0,15,0,-70.34,-20.0,1.64,748.91,224.99,0,-1,0
689,3,1,-30.0,-3.0,30.0,15,0,-71.43,-20.0,1.64,748.11,223.56,0,-1,0
690,3,1,-30.0,-3.0,30.0,15,0,-71.02,-20.0,1.64,747.65,221.98,0,-1,0
691,3,1,-30.0,-3.0,30.0,15,0,-68.96,-20.0,1.64,746.1,221.41,0,-1,0
692,3,1,-30.0,-3.0,30.0,15,0,-67.69,-20.0,1.64,744.96,220.23,0,-1,0
693,3,1,-30.0,-3.0,30.0,15,0,-69.02,-20.0,1.64,743.49,219.48,0,-1,0
694,3,1,-30.0,-3.0,30.0,15,0,-71.16,-20.0,1.64,741.89,219.11,0,-1,0
695,3,1,-30.0,-3.0,30.0,15,0,-70.73,-20.0,1.64,740.86,217.84,0,-1,0
696,3,1,-30.0,-3.0,30.0,15,0,-71.66,-20.0,1.64,740.52,216.23,0,-1,0
697,3,1,-30.0,-3.0,30.0,15,0,-67.2,-20.0,1.64,740.62,214.59,0,-1,0
698,3,1,-30.0,-3.0,30.0,15,3,-72.25,-20.0,1.64,741.45,213.17,0,-1,0
699,3,1,-30.49,-3.0,30.0,15,0,-72.01,-20.0,1.64,742.23,211.72,0,-1,0
700,3,1,-30.76,-3.0,30.0,15,0,-70.66,-20.0,1.64,743.43,210.6,0,-1,0
701,3,1,-30.0,-3.0,30.0,15,0,-70.38,-20.0,1.64,744.36,209.24,0,-1,0
702,3,1,-30.0,-3.0,30.0,15,0,-69.54,-20.0,1.64,744.07,207.62,0,-1,0
703,3,1,-30.0,-3.0,30.0,15,0,-70.68,-20.0,1.64,743.8,206.0,0,-1,0
704,3,1,-34.62,-3.0,30.0,15,0,-71.73,-20.0,1.64,743.15,204.49,0,-1,0
705,3,1,-33.17,-3.0,30.0,15,0,-67.15,-20.0,1.64,742.19,203.16,0,-1,0
706,3,1,-33.55,-3.0,30.0,15,0,-69.52,-20.0,1.64,742.4,201.52,0,-1,0
707,3,1,-33.28,-3.0,30.0,15,0,-70.25,-20.0,1.64,741.6,200.09,0,-1,0
708,3,1,-30.64,-3.0,30.0,15,3,-72.4,-20.0,1.64,740.16,199.29,0,-1,0
709,3,1,-30.77,-3.0,30.0,15,0,-68.72,-20.0,1.64,738.55,198.97,0,-1,0
710,3,1,-34.74,-3.0,30.0,15,3,-71.01,-20.0,1.64,737.0,198.42,0,-1,0
711,3,1,-33.45,-3.0,30.0,15,3,-72.61,-20.0,1.64,735.55,197.66,0,-1,0
712,3,1,-34.25,-3.0,30.0,15,0,-69.85,-20.0,1.64,734.03,197.01,0,-1,0
713,3,1,-36.03,-3.0,30.0,15,0,-70.95,-20.0,1.64,733.27,195.56,0,-1,0
714,3,1,-37.28,-3.0,29.56,15,0,-69.73,-20.0,1.64,732.91,193.95,0,-1,0
715,3,1,-37.52,-3.0,29.62,15,0,-69.38,-20.0,1.64,732.58,192.34,0,-1,0
716,3,1,-38.11,-3.0,30.0,15,3,-70.65,-20.0,1.64,731.65,190.99,0,-1,0
717,3,1,-38.69,-3.0,26.96,15,0,-66.73,-20.0,1.64,730.27,190.1,0,-1,0
718,3,1,-38.08,-3.0,29.82,15,3,-69.88,-20.0,1.64,728.79,189.37,0,-1,0
719,3,1,-39.25,-3.0,30.0,15,0,-72.58,-20.0,1.64,727.67,188.17,0,-1,0
720,3,1,-40.47,-3.0,27.86,15,0,-70.63,-20.0,1.64,726.77,186.8,0,-1,0
721,3,1,-32.8,-3.0,30.0,15,0,-69.32,-20.0,1.64,725.34,185.99,0,-1,0
722,3,1,-39.7,-3.0,28.69,15,0,-70.61,-20.0,1.64,725.0,184.38,0,-1,0
723,3,1,-39.01,-3.0,28.04,15,0,-70.4,-20.0,1.64,723.55,183.59,0,-1,0
724,3,1,-37.83,-3.0,30.0,15,0,-70.3,-20.0,1.64,722.37,182.45,0,-1,0
725,3,1,-39.44,-3.0,29.84,15,0,-71.55,-20.0,1.64,721.42,181.11,0,-1,0
726,3,1,-41.62,-3.0,25.08,15,3,-70.9,-20.0,1.64,720.14,180.08,0,-1,0
727,3,1,-40.97,-3.0,27.18,15,0,-69.86,-20.0,1.64,718.7,179.28,0,-1,0
728,3,1,-42.09,-3.0,26.9,15,0,-71.52,-20.0,1.64,717.1,179.62,0,-1,0
729,3,1,-42.32,-3.0,25.92,15,3,-71.21,-20.0,1.64,715.65,180.4,0,-1,0
730,3,1,-42.62,-3.0,24.41,15,0,-69.98,-20.0,1.64,716.06,181.99,0,-1,0
731,3,1,-38.7,-3.0,26.72,15,0,-66.86,-20.0,1.64,715.42,183.51,0,-1,0
732,3,1,-40.45,-3.0,25.48,15,0,-67.98,-20.0,1.64,715.35,185.15,0,-1,0
733,3,1,-38.77,-3.0,28.6,15,0,-70.07,-20.0,1.64,715.98,186.67,0,-1,0
734,3,1,-38.02,-3.0,28.63,15,0,-70.16,-20.0,1.64,716.47,188.24,0,-1,0
735,3,1,-37.65,-3.0,28.19,15,0,-67.35,-20.0,1.64,715.86,189.77,0,-1,0
736,3,1,-38.73,-3.0,26.3,15,0,-67.26,-20.0,1.64,714.65,190.88,0,-1,0
737,3,1,-36.66,-3.0,29.99,15,0,-68.8,-20.0,1.64,713.16,191.58,0,-1,0
738,3,1,-37.73,-3.0,29.83,15,0,-69.37,-20.0,1.64,711.76,192.43,0,-1,0
739,3,1,-37.2,-3.0,30.0,15,0,-70.58,-20.0,1.64,710.95,193.86,0,-1,0
740,3,1,-36.84,-3.0,28.63,15,0,-66.4,-20.0,1.64,711.0,195.5,0,-1,0
741,3,1,-37.1,-3.0,30.0,15,0,-73.24,-20.0,1.64,711.23,197.13,0,-1,0
742,3,1,-37.89,-3.0,29.28,15,0,-68.88,-20.0,1.64,711.69,198.71,0,-1,0
743,3,1,-36.08,-3.0,30.0,15,0,-68.67,-20.0,1.64,712.55,200.11,0,-1,0
744,3,1,-34.45,-3.0,30.0,15,0,-66.98,-20.0,1.64,714.03,200.83,0,-1,0
745,3,1,-38.4,-3.0,27.79,15,0,-67.46,-20.0,1.64,715.12,202.07,0,-1,0
746,3,1,-32.54,-3.0,30.0,15,0,-68.68,-20.0,1.64,715.78,203.57,0,-1,0
747,3,1,-34.39,-3.0,30.0,15,0,-69.99,-20.0,1.64,715.96,205.2,0,-1,0
748,3,1,-37.17,-3.0,30.0,15,0,-70.33,-20.0,1.64,716.79,206.62,0,-1,0
749,3,1,-39.56,-3.0,25.71,15,0,-66.72,-20.0,1.64,716.46,208.23,0,-1,0
750,3,1,-33.58,-3.0,30.0,15,3,-67.92,-20.0,1.64,715.75,209.71,0,-1,0
751,3,1,-36.47,-3.0,30.0,15,0,-71.18,-20.0,1.64,715.08,211.22,0,-1,0
752,3,1,-39.12,-3.0,29.9,15,0,-70.87,-20.0,1.64,714.03,212.48,0,-1,0
753,3,1,-31.23,-3.0,30.0,15,0,-71.49,-20.0,1.64,713.24,213.92,0,-1,0
754,3,1,-31.23,-3.0,30.0,15,0,-71.61,-20.0,1.64,712.34,215.3,0,-1,0
755,3,1,-30.77,-3.0,30.0,15,0,-71.39,-20.0,1.64,711.68,216.8,0,-1,0
756,3,1,-34.74,-3.0,30.0,15,0,-70.94,-20.0,1.64,711.28,218.39,0,-1,0
757,3,1,-33.52,-3.0,30.0,15,0,-70.35,-20.0,1.64,711.52,220.02,0,-1,0
758,3,1,-32.72,-3.0,30.0,15,0,-67.74,-20.0,1.64,711.56,221.66,0,-1,0
759,3,1,-34.21,-3.0,30.0,15,0,-69.64,-20.0,1.64,711.39,223.3,0,-1,0
760,3,1,-32.82,-3.0,30.0,15,3,-69.93,-20.0,1.64,711.33,224.94,0,-1,0
761,3,1,-30.0,-3.0,30.0,15,0,-69.56,-20.0,1.64,711.19,226.58,0,-1,0
762,3,1,-34.05,-3.0,30.0,15,0,-67.3,-20.0,1.64,711.09,228.22,0,-1,0
763,3,1,-33.65,-3.0,30.0,15,0,-70.89,-20.0,1.64,711.47,229.82,0,-1,0
764,3,1,-30.09,-3.0,30.0,15,0,-67.36,-20.0,1.64,711.68,231.45,0,-1,0
765,3,1,-32.75,-3.0,30.0,15,0,-70.6,-20.0,1.64,710.53,232.62,0,-1,0
766,3,1,-31.31,-3.0,30.0,15,0,-67.31,-20.0,1.64,709.24,233.63,0,-1,0
767,3,1,-31.98,-3.0,30.0,15,0,-69.3,-20.0,1.64,707.79,234.41,0,-1,0
768,3,1,-33.59,-3.0,30.0,15,3,-69.35,-20.0,1.64,706.54,235.48,0,-1,0
769,3,1,-30.0,-3.0,30.0,15,0,-71.55,-20.0,1.64,706.15,237.08,0,-1,0
770,3,1,-32.54,-3.0,30.0,15,0,-69.5,-20.0,1.64,704.74,237.92,0,-1,0
771,3,1,-31.82,-3.0,30.0,15,0,-67.09,-20.0,1.64,703.57,239.07,0,-1,0
772,3,1,-33.49,-3.0,30.0,15,0,-67.78,-20.0,1.64,702.18,239.95,0,-1,0
773,3,1,-32.69,-3.0,30.0,15,3,-69.36,-20.0,1.64,700.85,240.91,0,-1,0
774,3,1,-33.69,-3.0,30.0,15,0,-72.24,-20.0,1.64,699.21,240.83,0,-1,0
775,3,1,-37.51,-3.0,28.94,15,0,-68.49,-20.0,1.64,697.62,241.27,0,-1,0
776,3,1,-32.33,-3.0,30.0,15,3,-67.8,-20.0,1.64,696.18,242.05,0,-1,0
777,3,1,-31.55,-3.0,30.0,15,0,-69.34,-20.0,1.64,696.1,243.7,0,-1,0
778,3,1,-32.34,-3.0,30.0,15,3,-70.06,-20.0,1.64,695.51,245.23,0,-1,0
779,3,1,-34.93,-3.0,30.0,15,0,-69.17,-20.0,1.64,694.75,246.69,0,-1,0
780,3,1,-33.83,-3.0,30.0,15,0,-66.99,-20.0,1.64,694.87,248.33,0,-1,0
781,3,1,-37.8,-3.0,27.45,15,0,-67.99,-20.0,1.64,695.0,249.97,0,-1,0
782,3,1,-38.31,-3.0,27.4,15,0,-68.34,-20.0,1.64,695.43,251.56,0,-1,0
783,3,1,-35.21,-3.0,30.0,15,3,-68.25,-20.0,1.64,696.76,252.53,0,-1,0
784,3,1,-34.89,-3.0,30.0,15,3,-68.6,-20.0,1.64,698.05,253.54,0,-1,0
785,3,1,-34.59,-3.0,30.0,15,3,-66.45,-20.0,1.64,699.57,254.15,0,-1,0
786,3,1,-31.06,-3.0,30.0,15,0,-69.58,-20.0,1.64,701.07,254.83,0,-1,0
787,3,1,-30.74,-3.0,30.0,15,3,-68.73,-20.0,1.64,702.6,255.45,0,-1,0
788,3,1,-30.0,-3.0,30.0,15,3,-70.21,-20.0,1.64,704.18,255.9,0,-1,0
789,3,1,-31.66,-3.0,30.0,15,0,-66.25,-20.0,1.64,705.79,256.24,0,-1,0
790,3,1,-30.0,-3.0,30.0,15,3,-64.62,-20.0,1.64,707.07,257.26,0,-1,0
791,3,1,-30.0,-3.0,30.0,15,0,-68.67,-20.0,1.64,708.43,258.18,0,-1,0
792,3,1,-32.73,-3.0,30.0,15,0,-69.72,-20.0,1.64,709.57,259.37,0,-1,0
793,3,1,-30.0,-3.0,30.0,15,3,-70.33,-20.0,1.64,710.65,260.61,0,-1,0
794,3,1,-30.87,-3.0,30.0,15,0,-69.85,-20.0,1.64,712.22,261.1,0,-1,0
795,3,1,-30.0,-3.0,30.0,15,3,-70.29,-20.0,1.64,713.86,261.24,0,-1,0
796,3,1,-30.96,-3.0,30.0,15,0,-70.68,-20.0,1.64,715.45,260.83,0,-1,0
797,3,1,-30.0,-3.0,30.0,15,0,-66.48,-20.0,1.64,717.07,261.09,0,-1,0
798,3,1,-30.0,-3.0,30.0,15,3,-67.94,-20.0,1.64,718.58,261.74,0,-1,0
799,3,1,-30.0,-3.0,30.0,15,3,-67.35,-20.0,1.64,720.14,262.26,0,-1,0
800,3,1,-30.0,-3.0,30.0,15,3,-68.69,-20.0,1.64,721.76,262.52,0,-1,0
801,3,1,-30.0,-3.0,30.0,15,0,-66.91,-20.0,1.64,723.01,263.6,0,-1,0
802,3,1,-30.0,-3.0,30.0,15,0,-68.29,-20.0,1.64,724.53,264.23,0,-1,0
803,3,1,-30.0,-3.0,30.0,15,0,-68.9,-20.0,1.64,726.17,264.32,0,-1,0
804,3,1,-30.0,-3.0,30.0,15,0,-69.3,-20.0,1.64,727.79,264.6,0,-1,0
805,3,1,-30.0,-3.0,30.0,15,3,-68.69,-20.0,1.64,728.62,266.02,0,-1,0
806,3,1,-30.0,-3.0,30.0,15,3,-70.33,-20.0,1.64,728.99,267.62,0,-1,0
807,3,1,-30.0,-3.0,30.0,15,3,-69.73,-20.0,1.64,728.0,268.93,0,-1,0
808,3,1,-30.0,-3.0,30.0,15,0,-69.81,-20.0,1.64,727.1,270.31,0,-1,0
809,3,1,-30.0,-3.0,30.0,15,0,-68.64,-20.0,1.64,726.2,271.68,0,-1,0
810,3,1,-30.0,-3.0,30.0,15,3,-69.97,-20.0,1.64,725.03,272.84,0,-1,0
811,3,1,-31.23,-3.0,30.0,15,3,-69.1,-20.0,1.64,723.56,273.58,0,-1,0
812,3,1,-30.0,-3.0,30.0,15,3,-67.78,-20.0,1.64,722.16,274.44,0,-1,0
813,3,1,-30.9,-3.0,30.0,15,0,-68.39,-20.0,1.64,720.79,275.34,0,-1,0
814,3,1,-35.0,-3.0,30.0,15,3,-69.46,-20.0,1.64,719.33,276.1,0,-1,0
815,3,1,-30.0,-3.0,30.0,15,0,-67.96,-20.0,1.64,718.0,277.07,0,-1,0
816,3,1,-30.81,-3.0,30.0,15,3,-63.49,-20.0,1.64,716.43,277.53,0,-1,0
817,3,1,-30.53,-3.0,30.0,15,0,-65.6,-20.0,1.64,714.8,277.76,0,-1,0
818,3,1,-31.51,-3.0,30.0,15,3,-69.52,-20.0,1.64,713.21,278.18,0,-1,0
819,3,1,-34.59,-3.0,30.0,15,0,-68.99,-20.0,1.64,711.83,279.08,0,-1,0
820,3,1,-38.42,-3.0,28.61,15,3,-70.37,-20.0,1.64,710.29,279.65,0,-1,0
821,3,1,-31.19,-3.0,30.0,15,3,-69.63,-20.0,1.64,708.94,278.72,0,-1,0
822,3,1,-31.17,-3.0,30.0,15,0,-68.53,-20.0,1.64,708.2,277.26,0,-1,0
823,3,1,-32.4,-3.0,30.0,15,3,-65.49,-20.0,1.64,707.92,275.63,0,-1,0
824,3,1,-32.49,-3.0,30.0,15,0,-67.04,-20.0,1.64,707.28,274.12,0,-1,0
825,3,1,-33.44,-3.0,30.0,15,0,-68.83,-20.0,1.64,706.6,272.62,0,-1,0
826,3,1,-32.78,-3.0,30.0,15,3,-68.59,-20.0,1.64,705.64,271.29,0,-1,0
827,3,1,-30.59,-3.0,30.0,15,0,-66.38,-20.0,1.64,704.87,269.84,0,-1,0
828,3,1,-33.29,-3.0,30.0,15,0,-68.53,-20.0,1.64,703.79,268.6,0,-1,0
829,3,1,-37.65,-3.0,26.55,15,0,-66.49,-20.0,1.64,703.05,267.13,0,-1,0
830,3,1,-35.81,-3.0,30.0,15,0,-69.44,-20.0,1.64,701.66,266.27,0,-1,0
831,3,1,-30.0,-3.0,30.0,15,0,-69.05,-20.0,1.64,700.96,264.78,0,-1,0
832,3,1,-31.55,-3.0,30.0,15,0,-70.74,-20.0,1.64,700.68,263.16,0,-1,0
833,3,1,-35.85,-3.0,30.0,15,0,-72.23,-20.0,1.64,700.11,261.61,0,-1,0
834,3,1,-33.74,-3.0,30.0,15,0,-66.68,-20.0,1.64,699.32,260.18,0,-1,0
835,3,1,-32.65,-3.0,30.0,15,0,-69.28,-20.0,1.64,698.47,258.77,0,-1,0
836,3,1,-36.54,-3.0,29.58,15,0,-68.41,-20.0,1.64,698.78,257.15,0,-1,0
837,3,1,-33.47,-3.0,30.0,15,0,-69.72,-20.0,1.64,699.33,255.6,0,-1,0
838,3,1,-34.63,-3.0,29.33,15,0,-65.76,-20.0,1.64,699.25,253.96,0,-1,0
839,3,1,-35.99,-3.0,30.0,15,0,-70.33,-20.0,1.64,699.29,252.32,0,-1,0
840,3,1,-35.16,-3.0,28.3,15,0,-64.19,-20.0,1.64,700.25,250.98,0,-1,0
841,3,1,-31.3,-3.0,30.0,15,0,-63.9,-20.0,1.64,701.16,249.61,0,-1,0
842,3,1,-30.0,-3.0,30.0,15,0,-72.56,-20.0,1.64,702.33,248.46,0,-1,0
843,3,1,-32.33,-3.0,30.0,15,3,-69.06,-20.0,1.64,703.95,248.17,0,-1,0
844,3,1,-31.17,-3.0,30.0,15,0,-68.22,-20.0,1.64,705.45,247.48,0,-1,0
845,3,1,-30.0,-3.0,30.0,15,0,-69.83,-20.0,1.64,706.83,246.6,0,-1,0
846,3,1,-32.42,-3.0,30.0,15,0,-68.63,-20.0,1.64,707.9,245.35,0,-1,0
847,3,1,-30.0,-3.0,30.0,15,0,-68.62,-20.0,1.64,709.41,244.7,0,-1,0
848,3,1,-32.82,-3.0,30.0,15,0,-67.97,-20.0,1.64,711.05,244.52,0,-1,0
849,3,1,-30.0,-3.0,30.0,15,0,-70.21,-20.0,1.64,712.69,244.57,0,-1,0
850,3,1,-30.35,-3.0,30.0,15,0,-66.98,-20.0,1.64,714.27,244.12,0,-1,0
851,3,1,-30.0,-3.0,30.0,15,0,-71.25,-20.0,1.64,715.85,243.66,0,-1,0
852,3,1,-30.0,-3.0,30.0,15,0,-69.23,-20.0,1.64,717.02,242.51,0,-1,0
853,3,1,-30.0,-3.0,30.0,15,3,-70.7,-20.0,1.64,717.56,240.96,0,-1,0
854,3,1,-30.0,-3.0,30.0,15,0,-70.29,-20.0,1.64,719.12,240.45,0,-1,0
855,3,1,-30.0,-3.0,30.0,15,0,-70.21,-20.0,1.64,719.99,239.05,0,-1,0
856,3,1,-30.0,-3.0,30.0,15,0,-72.79,-20.0,1.64,721.48,238.35,0,-1,0
857,3,1,-30.0,-3.0,30.0,15,0,-69.23,-20.0,1.64,722.9,237.53,0,-1,0
858,3,1,-30.0,-3.0,30.0,15,0,-70.06,-20.0,1.64,724.55,237.6,0,-1,0
859,3,1,-30.0,-3.0,30.0,15,3,-69.28,-20.0,1.64,726.19,237.73,0,-1,0
860,3,1,-30.0,-3.0,30.0,15,3,-69.62,-20.0,1.64,727.81,237.49,0,-1,0
861,3,1,-30.0,-3.0,30.0,15,0,-70.82,-20.0,1.64,729.17,236.56,0,-1,0
862,3,1,-30.0,-3.0,30.0,15,0,-67.66,-20.0,1.64,730.79,236.25,0,-1,0
863,3,1,-30.0,-3.0,30.0,15,3,-69.64,-20.0,1.64,731.64,234.85,0,-1,0
864,3,1,-30.0,-3.0,30.0,15,0,-65.76,-20.0,1.64,732.9,233.79,0,-1,0
865,3,1,-30.0,-3.0,30.0,15,0,-68.51,-20.0,1.64,734.15,232.73,0,-1,0
866,3,1,-30.0,-3.0,30.0,15,0,-69.42,-20.0,1.64,735.5,231.79,0,-1,0
867,3,1,-30.0,-3.0,30.0,15,3,-69.03,-20.0,1.64,736.9,230.93,0,-1,0
868,3,1,-30.0,-3.0,30.0,15,0,-68.22,-20.0,1.64,737.79,229.55,0,-1,0
869,3,1,-30.0,-3.0,30.0,15,0,-70.31,-20.0,1.64,738.44,228.04,0,-1,0
870,3,1,-30.0,-3.0,30.0,15,3,-69.7,-20.0,1.64,739.38,226.69,0,-1,0
871,3,1,-30.0,-3.0,30.0,15,0,-68.01,-20.0,1.64,740.7,225.71,0,-1,0
872,3,1,-30.0,-3.0,30.0,15,3,-72.38,-20.0,1.64,741.42,224.23,0,-1,0
873,3,1,-30.0,-3.0,30.0,15,0,-69.68,-20.0,1.64,742.24,222.81,0,-1,0
874,3,1,-30.0,-3.0,30.0,15,3,-72.21,-20.0,1.64,743.15,221.44,0,-1,0
875,3,1,-30.0,-3.0,30.0,15,3,-72.89,-20.0,1.64,744.02,220.05,0,-1,0
876,3,1,-30.0,-3.0,30.0,15,0,-68.55,-20.0,1.64,744.67,218.54,0,-1,0
877,3,1,-30.0,-3.0,30.0,15,3,-71.87,-20.0,1.64,745.32,217.03,0,-1,0
878,3,1,-30.0,-3.0,30.0,15,0,-67.72,-20.0,1.64,746.38,215.77,0,-1,0
879,3,1,-30.0,-3.0,30.0,15,0,-70.55,-20.0,1.64,747.66,214.75,0,-1,0
880,3,1,-30.0,-3.0,30.0,15,0,-69.08,-20.0,1.64,749.01,213.8,0,-1,0
881,3,1,-30.0,-3.0,30.0,15,0,-70.05,-20.0,1.64,750.42,212.96,0,-1,0
882,3,1,-32.31,-3.0,30.0,15,3,-70.19,-20.0,1.64,751.53,211.75,0,-1,0
883,3,1,-30.0,-3.0,30.0,15,0,-67.94,-20.0,1.64,753.16,211.5,0,-1,0
884,3,1,-30.0,-3.0,30.0,15,0,-67.7,-20.0,1.64,754.8,211.4,0,-1,0
885,3,1,-30.0,-3.0,30.0,15,0,-65.66,-20.0,1.64,756.24,210.61,0,-1,0
886,3,1,-30.0,-3.0,30.0,15,0,-68.87,-20.0,1.64,757.44,209.48,0,-1,0
887,3,1,-33.59,-3.0,30.0,15,3,-69.17,-20.0,1.64,758.44,208.18,0,-1,0
888,3,1,-32.04,-3.0,30.0,15,3,-73.52,-20.0,1.64,759.86,207.36,0,-1,0
889,3,1,-30.43,-3.0,30.0,15,0,-71.96,-20.0,1.64,761.38,206.72,0,-1,0
890,3,1,-31.75,-3.0,30.0,15,3,-70.46,-20.0,1.64,762.71,205.76,0,-1,0
891,3,1,-30.0,-3.0,30.0,15,3,-69.26,-20.0,1.64,763.57,204.36,0,-1,0
892,3,1,-32.55,-3.0,30.0,15,0,-68.61,-20.0,1.64,764.89,203.38,0,-1,0
893,3,1,-31.95,-3.0,30.0,15,0,-69.69,-20.0,1.64,766.13,202.29,0,-1,0
894,3,1,-35.34,-3.0,30.0,15,0,-70.61,-20.0,1.64,767.55,201.47,0,-1,0
